# AdaptiveNGram/1
# 12-EDO major: exact degree mapping of the JI major prior; weights unchanged.
# Degrees: 1=0, 2=2, 3=4, 4=5, 5=7, 6=9, 7=11.
lead	5	4,4,4,4,4	-0.75
lead	5	4,5,4,5,4	-0.6
lead	5	4,5,7,9,11	0.08
lead	5	4,7,4,7,4	-0.6
lead	5	4,9,4,9,4	-0.6
lead	5	4,11,4,11,4	-0.6
lead	5	5,0,5,0,5	-0.6
lead	5	5,2,5,2,5	-0.6
lead	5	5,2,11,0,2	0.09
lead	5	5,4,5,4,5	-0.6
lead	5	5,5,5,5,5	-0.75
lead	5	5,7,5,7,5	-0.6
lead	5	5,7,9,11,0	0.13
lead	5	5,9,5,9,5	-0.6
lead	5	5,11,5,11,5	-0.6
lead	5	7,0,7,0,7	-0.6
lead	5	7,2,7,2,7	-0.6
lead	5	7,4,7,4,7	-0.6
lead	5	7,5,4,2,0	0.11
lead	5	7,5,7,5,7	-0.6
lead	5	7,7,7,7,7	-0.75
lead	5	7,9,7,9,7	-0.6
lead	5	7,9,11,0,2	0.08
lead	5	7,11,7,11,7	-0.6
lead	5	9,0,9,0,9	-0.6
lead	5	9,2,9,2,9	-0.6
lead	5	9,4,9,4,9	-0.6
lead	5	9,5,9,5,9	-0.6
lead	5	9,7,5,4,2	0.08
lead	5	9,7,9,7,9	-0.6
lead	5	9,9,9,9,9	-0.75
lead	5	9,11,9,11,9	-0.6
lead	5	11,0,11,0,11	-0.6
lead	5	11,2,11,2,11	-0.6
lead	5	11,4,11,4,11	-0.6
lead	5	11,5,11,5,11	-0.6
lead	5	11,7,11,7,11	-0.6
lead	5	11,9,7,5,4	0.07
lead	5	11,9,11,9,11	-0.6
lead	5	11,11,11,11,11	-0.75
bass	2	0,0	-0.08
bass	2	0,2	0.05
bass	2	0,5	0.12
bass	2	0,9	0.16
bass	2	2,2	-0.03
bass	2	2,5	0.05
bass	2	2,7	0.22
bass	2	2,9	0.04
bass	2	4,2	0.05
bass	2	4,4	-0.08
bass	2	4,5	0.08
bass	2	4,9	0.14
bass	2	5,2	0.05
bass	2	5,5	-0.08
bass	2	5,7	0.2
bass	2	5,9	0.04
bass	2	7,0	0.25
bass	2	7,2	0.05
bass	2	7,7	-0.08
bass	2	7,9	0.09
bass	2	9,2	0.23
bass	2	9,5	0.05
bass	2	9,9	-0.04
bass	2	11,2	0.05
bass	2	11,9	0.04
bass	2	11,11	-0.08
bass	3	0,2,7	0.1
bass	3	0,5,7	0.18
bass	3	0,9,2	0.16
bass	3	2,7,0	0.28
bass	3	4,9,2	0.16
bass	3	5,7,0	0.24
bass	3	7,9,2	0.12
bass	3	9,2,7	0.22
bass	3	9,5,7	0.11
bass	4	0,2,0,2	-0.18
bass	4	0,2,7,0	0.18
bass	4	0,4,0,4	-0.18
bass	4	0,5,0,5	-0.18
bass	4	0,5,7,0	0.25
bass	4	0,7,0,7	-0.18
bass	4	0,9,0,9	-0.18
bass	4	0,9,2,7	0.25
bass	4	0,11,0,11	-0.18
bass	4	2,0,2,0	-0.18
bass	4	2,4,2,4	-0.18
bass	4	2,5,2,5	-0.18
bass	4	2,7,2,7	-0.18
bass	4	2,9,2,9	-0.18
bass	4	2,11,2,11	-0.18
bass	4	4,0,4,0	-0.18
bass	4	4,2,4,2	-0.18
bass	4	4,5,4,5	-0.18
bass	4	4,7,4,7	-0.18
bass	4	4,9,2,7	0.24
bass	4	4,9,4,9	-0.18
bass	4	4,11,4,11	-0.18
bass	4	5,0,2,7	0.14
bass	4	5,0,5,0	-0.18
bass	4	5,2,5,2	-0.18
bass	4	5,4,5,4	-0.18
bass	4	5,7,5,7	-0.18
bass	4	5,9,5,9	-0.18
bass	4	5,11,5,11	-0.18
bass	4	7,0,7,0	-0.18
bass	4	7,0,9,2	0.14
bass	4	7,2,7,2	-0.18
bass	4	7,4,7,4	-0.18
bass	4	7,5,7,5	-0.18
bass	4	7,9,7,9	-0.18
bass	4	7,11,7,11	-0.18
bass	4	9,0,9,0	-0.18
bass	4	9,2,7,0	0.3
bass	4	9,2,9,2	-0.18
bass	4	9,4,9,4	-0.18
bass	4	9,5,9,5	-0.18
bass	4	9,7,9,7	-0.18
bass	4	9,11,9,11	-0.18
bass	4	11,0,11,0	-0.18
bass	4	11,2,11,2	-0.18
bass	4	11,4,11,4	-0.18
bass	4	11,5,11,5	-0.18
bass	4	11,7,11,7	-0.18
bass	4	11,9,11,9	-0.18
bass	5	0,2,0,2,0	-0.42
bass	5	0,4,0,4,0	-0.42
bass	5	0,5,0,5,0	-0.42
bass	5	0,5,0,7,0	0.2
bass	5	0,7,0,7,0	-0.42
bass	5	0,9,0,9,0	-0.42
bass	5	0,9,2,7,0	0.3
bass	5	0,11,0,11,0	-0.42
bass	5	2,0,2,0,2	-0.42
bass	5	2,4,2,4,2	-0.42
bass	5	2,5,2,5,2	-0.42
bass	5	2,7,2,7,2	-0.42
bass	5	2,9,2,9,2	-0.42
bass	5	2,11,2,11,2	-0.42
bass	5	4,0,4,0,4	-0.42
bass	5	4,2,4,2,4	-0.42
bass	5	4,5,4,5,4	-0.42
bass	5	4,7,4,7,4	-0.42
bass	5	4,9,2,7,0	0.31
bass	5	4,9,4,9,4	-0.42
bass	5	4,11,4,11,4	-0.42
bass	5	5,0,5,0,5	-0.42
bass	5	5,2,5,2,5	-0.42
bass	5	5,4,5,4,5	-0.42
bass	5	5,7,5,7,5	-0.42
bass	5	5,9,5,9,5	-0.42
bass	5	5,11,5,11,5	-0.42
bass	5	7,0,7,0,7	-0.42
bass	5	7,0,9,2,7	0.2
bass	5	7,2,7,2,7	-0.42
bass	5	7,4,7,4,7	-0.42
bass	5	7,5,7,5,7	-0.42
